Id,Title,Body,Tags
265,What are the best practices to use NHiberante sessions in asp.net (mvc/web api) ?,"<p>I have the following setup in my project:</p>

<pre><code>public class WebApiApplication : System.Web.HttpApplication
{
    public static ISessionFactory SessionFactory { get; private set; }

    public WebApiApplication()
    {
        this.BeginRequest += delegate
        {
            var session = SessionFactory.OpenSession();
            CurrentSessionContext.Bind(session);
        };


        this.EndRequest += delegate
        {
            var session = SessionFactory.GetCurrentSession();

            if (session == null)
            {
                return;
            }

            session = CurrentSessionContext.Unbind(SessionFactory);
            session.Dispose();
        };
    }

    protected void Application_Start()
    {
        AreaRegistration.RegisterAllAreas();

        FilterConfig.RegisterGlobalFilters(GlobalFilters.Filters);
        RouteConfig.RegisterRoutes(RouteTable.Routes);
        BundleConfig.RegisterBundles(BundleTable.Bundles);
        var assembly = Assembly.GetCallingAssembly();
        SessionFactory = new NHibernateHelper(assembly, Server.MapPath(""/"")).SessionFactory;
    }
}

public class PositionsController : ApiController
{
    private readonly ISession session;

    public PositionsController()
    {
        this.session = WebApiApplication.SessionFactory.GetCurrentSession();
    }

    public IEnumerable&lt;Position&gt; Get()
    {
        var result = this.session.Query&lt;Position&gt;().Cacheable().ToList();

        if (!result.Any())
        {
            throw new HttpResponseException(new HttpResponseMessage(HttpStatusCode.NotFound));
        }

        return result;
    }

    public HttpResponseMessage Post(PositionDataTransfer dto)
    {
        //TODO: Map dto to model
        IEnumerable&lt;Position&gt; positions = null;
        using (var transaction = this.session.BeginTransaction())
        {
            this.session.SaveOrUpdate(positions);

            try
            {
                transaction.Commit();
            }
            catch (StaleObjectStateException)
            {
                if (transaction != null &amp;&amp; transaction.IsActive)
                {
                    transaction.Rollback();
                }
            }
        }

        var response = this.Request.CreateResponse(HttpStatusCode.Created, dto);
        response.Headers.Location = new Uri(this.Request.RequestUri.AbsoluteUri + ""/"" + dto.Name);
        return response;
    }

    public void Put(int id, string value)
    {
        //TODO: Implement PUT
        throw new NotImplementedException();
    }

    public void Delete(int id)
    {
        //TODO: Implement DELETE
        throw new NotImplementedException();
    }
}
</code></pre>

<p>I am not sure if this is the recommended way to insert the session into the controller.
I was thinking about using DI but i am not sure how to inject the session that is opened and binded in the BeginRequest delegate into the Controllers constructor to get this</p>

<pre><code>    public PositionsController(ISession session)
    {
        this.session = session;
    }
</code></pre>

<p><strong>Question:</strong> What is the recommended way to use NHiberante sessions in asp.net  mvc/web api ?</p>
",design-patterns asp.net dependency-injection nhibernate session
266,How to list Samba 4 shares using server's IP and Kerberos authentication?,"<p>I am successfully able to list the Samba 4.0.3 shares by using </p>

<p><code>smbclient -L myhostname -k</code> command.</p>

<p>However I am unable to do the same by using </p>

<p><code>smbclient -L 192.168.1.2 -k</code></p>

<p>and I get the <code>session setup failed: NT_STATUS_LOGON_FAILURE</code> error.</p>

<p>However it does work when I try to do the same by using the IP <strong>and</strong> a username like this:</p>

<p><code>smbclient -L 192.168.1.2 -U administrator</code>.</p>

<p>Is it possible to perform this task using the IP <strong>and</strong> Kerberos authentication?</p>
",samba kerberos file-server share
267,Grouping custom animation with UITableViewCell highlight and selection,"<p>I have a <code>UITableViewController</code> and I use custom <code>UITableViewCell</code> subclasses which have <code>CATextLayer</code> in them. </p>

<p>When I'm about to push a detail view controller into navigation stack a cell is being highlighted and selected. I set text color to white in </p>



<pre class=""lang-objc prettyprint-override""><code>-(void)setHighlighted:(BOOL)highlighted animated:(BOOL)animated 
</code></pre>

<p>and</p>

<pre class=""lang-objc prettyprint-override""><code>-(void)setSelected:(BOOL)selected animated:(BOOL)animated.
</code></pre>

<p>But when the detail view controller is popped out of the navigation stack and my table view returns in sight, the blue selection will be animated (faded out) first and then my text color returns to black. There is an awkward moment between those two animations where my text is invisible on white cell background.</p>

<p>Is it possible to ""somehow insert"" my text color animation into same group with cell highlight animation so that they would be performed simultaneously? If not, what would be the recommended workaround for this?</p>

<p>As a sidenote, standard <code>UILabel</code> manages to do this somehow. I wonder how.</p>
",ios core-animation
268,Clearing textbox on focus not working- ASP.NET,"<p>Here on SO, when you click on the search text box, the default text disappears.  I'm trying to implement similar functionality on a site.  Unfortunately, I can't get it to work in either FF or Chrome running on the localhost server.</p>

<p>The pageLoad method is defined as </p>

<pre><code> protected void Page_Load(object sender, EventArgs e)
 {
        MultiViewSearchOptions.ActiveViewIndex = 0;
        txtKeywordSearch.Attributes.Add(""onfocus"", ""this.value=string.Empty"");

 }
</code></pre>

<p>and the textbox element is defined as </p>

<pre><code>&lt;asp:TextBox ID=""txtKeywordSearch"" runat=""server"" Width=""175px""&gt;Click to search...&lt;/asp:TextBox&gt;
</code></pre>

<p>I've tried several variations, whether <code>this.value=''</code>, or changing <code>onfocus</code> to <code>onclick</code>, but nothing works.  Is it due to running on the localhost, or whatnot?</p>

<p><strong>EDIT</strong></p>

<p>I solved the problem by inserting <code>OnClick=""this.value=''""</code> inside the <code>asp:TextBox</code> declaration.  Works like a charm!</p>
",asp.net textbox focus
269,Any software like blend for HTML5 canvas animation?,"<p>Is there any software available like blend, for working with HTML5. Especially, to do animation related stuffs.</p>
",html html5 canvas html5-animation
270,"When calling a Javascript function, how do I set a custom value of ""this""?","<p>I'm using jQuery and I have a function that serves as an event callback, and so in that function ""this"" represents the object that that captured the event.  However, there's an instance where I want to call the function explicitly from another function - how do I set what ""this"" will equal within the function in this case?</p>

<p>For example:</p>

<pre><code>function handleEvent(event) {
    $(this).removeClass(""sad"").addClass(""happy"");
}

$(""a.sad"").click(handleEvent); // in this case, ""this"" is the anchor clicked

function differentEvent(event) {
    $(""input.sad"").keydown(e) {
        doSomeOtherProcessing();
        handleEvent(e); // in this case, ""this"" will be the window object
                        // but I'd like to set it to be, say, the input in question
    }
}
</code></pre>
",javascript jquery javascript-events this
271,jQTouch list bullets not showing,"<p>I am trying jQTouch for an iPhone web app, but I want content on the pages to be able to have normal bullet lists, not styled as the bars in the jqt theme. So I am trying to override the css selectors in the theme.css:</p>

<pre><code>#jqt .content ul {
color: #fff;
    border: none;
font: inherit;
padding: 0;
margin: 15px 10px 17px 10px;
}

#jqt .content ul li {
    color: #fff;
    border-top: none;
    border-bottom: none;

    list-style-type:disc;
    padding: 10px 10px 10px 10px;
    background-image: none;
    overflow: hidden;
}
</code></pre>

<p>It works fine in that it overrides it, but I don't get any visible list bullets. Any ideas why?</p>
",css jqtouch
272,good OO design pattern for external service calls,"<h2>Hi guys, heres the deal:</h2>

<p>I am calling external services in three steps: Compose the request, send it and receive the result, extract the result.</p>

<p>Now there are several external services that I will be using, building on different application stacks (SOAP and REST for instance. How would a good OO-design for this situation look like?</p>

<p>My specific concerns are: I could have interfaces for RequestBuilders and ResponseParsers, and a ServiceCaller that would delegate the obvious steps to implementations of the interfaces. But that means one could have a ServiceCaller that builds requests for service A, and expects responses in service' B format.</p>

<p>Whats a good OO pattern for that in general?  </p>

<p>Thanks! </p>
",oop design-patterns
273,ASP.NET MVC rendering model not the way I expect,"<p>Today I faced a problem and I'm not able to get weather I understand something wrong about ASP.NET MVC (and possibly MVC in general) or I miss something about it's implementation.</p>

<p>So, I have a simple model hierarchy:</p>

<pre><code>public class Child
{
    public Child(int notId, bool isSelected, string text)
    {
        NotId = notId;
        IsSelected = isSelected;
        Text = text;
    }

    public Child(){}

    // naming: just to make sure I do not mess with some
    // conventional infrastructure
    public int NotId { get; set; }
    public bool IsSelected { get; set; }
    public string Text { get; set; }
}

public class Parent
{
    public List&lt;Child&gt; Children { get; set; } 
}
</code></pre>

<p>Here is my <code>HomeController</code>'s Edit actions:</p>

<pre><code>[HttpGet]
public ActionResult Edit()
{
    var parent = new Parent
                    {
                        Children = new List&lt;Child&gt;
                                {
                                    new Child(1, true, ""a""),
                                    new Child(2, false, ""b"")
                                }
                    };
    return View(parent);
}

[HttpPost]
public ActionResult Edit(Parent parent)
{
    parent.Children = new List&lt;Child&gt;
                        {
                            new Child(4, false, ""c""),
                            new Child(5, true, ""d"")
                        };
    return View(parent);
}
</code></pre>

<p>Hese is my <code>Edit.aspx</code> view:</p>

<pre><code>&lt;!-- Standart HTML elements ommited --&gt; 
&lt;% Html.BeginForm(); %&gt;
&lt;% for (var i = 0; i &lt; Model.Children.Count; i++){%&gt;
&lt;div&gt;
    &lt;%=Html.LabelFor(m =&gt; m.Children[i].IsSelected)%&gt;
    &lt;%=Html.EditorFor(m =&gt; m.Children[i].IsSelected)%&gt; &lt;!-- lamda --&gt;
    &lt;%=Html.CheckBoxFor(m =&gt; m.Children[i].IsSelected)%&gt; &lt;!-- lamda --&gt;
    &lt;%=Html.CheckBox(""A"", Model.Children[i].IsSelected)%&gt; &lt;!-- simple --&gt;
&lt;/div&gt;
&lt;% } %&gt;

&lt;input type=""submit"" value=""Submit"" /&gt;
&lt;% Html.EndForm();%&gt;
</code></pre>

<p>The point is that in <code>Edit</code> (HttpGet) method I create <code>Parent</code> instance with two child <code>Child</code> elements having their <code>IsSelected</code> properties set to <code>true</code> and <code>false</code> respectively. After form is submitted in <code>Edit</code> (HttpPost) method I give my <code>Parent</code> object a new children collection of two <code>Child</code> elements with their <code>IsSelected</code> properties set to <code>false</code> and <code>true</code> respectively (that is opposite from HttpGet method) and call <code>View()</code> method to render my model.</p>

<p>But what I get after submit is checkboxes, rendered with <code>Html.EditorFor()</code> and <code>Html.CheckBoxFor()</code> do not changes their state. It looks like <code>Html.EditorFor()</code> and <code>Html.CheckBoxFor()</code> methods take data <em>NOT</em> from my model but from a posted form data.</p>

<p>Could someone please explain me what is going on here and why ASP.NET MVC refuses to render my model? Workarounds? Fixes to my code?</p>

<p>Thanks in advance.</p>

<p>P.S. I noticed this behavior in MVC2 and thought this was some kind of a bug, but when I tested this with MVC3 it did the same thing. </p>
",c# asp.net-mvc
274,Customizing the language-guessing algorithm in Django,"<p>I'm developing a multilingual Django website. It has two languages, English and Hebrew. I want the default language for every first-time visitor to be Hebrew, regardless of what his browser's <code>Accept-Language</code> is.</p>

<p>Of course, if he changes language to English (and thus gets the language cookie or the key in the session), it should remain at English.</p>

<p>I think I can program this algorithm myself, but where do I ""plug it in""? How do I make my project use it?</p>
",python django django-multilingual
275,VPN Network intermittantly fails to provide internet: What could be possible causes,"<p>We have a small office with our own VPN setup. We occasionally experience failures in our internet connection where we cannot access the internet. Most of the time the internet connection will resume by itself(without me doing anything) after a period of time(10 mins). </p>

<p><strong>Would you be able to suggest possible causes of the connection failure so I can then go and run some tests?</strong></p>

<p>Our network architecture is like so:  </p>

<ul>
<li>A 'Billion' brand router that is connected to the internet via phone
cable and then connected to our Cisco Switch   </li>
<li>A Cisco Switch/Bus which is connected to all our office nodes, our
external harddrive and also to our router as stated above. All connections are via ethernet cable   </li>
<li>A series of work computers(nodes) connected via ethernet cable to the Cisco
switch.  </li>
<li>Our ISP is TPG Australia  </li>
<li>We have a Virtual Private Network  </li>
<li>All the ethernet cables are about 3 years old</li>
</ul>

<p>Do you think that the causes of our intermittant connection problems could be due to the following:                  </p>

<ul>
<li>Data collisions in the ethernet cables  </li>
<li>Old/Faulty ethernet cables  </li>
<li>Our ISP has bad service  </li>
<li>Can you think of any other causes of the problem?  </li>
</ul>
",networking vpn connection
276,Cube Root Inequality,"<p>How do you prove $|\sqrt[3]{x} - \sqrt[3]{y}|$ $\leq$ $\sqrt[3]{|x-y|}$?</p>
",real-analysis
277,UPnP auto select external port,"<p>I am trying to make an application that utilizes UPnP if necessary to open ports so incoming transmissions can be received.  The thing is, I don't want to specify an external port (because one, the external port doesn't matter for the application to be found, and two, I want to make sure multiple people on the same router can use the application, and sharing a port is not an option, obviously).  None of the API's I'm looking at says anything about begin able to not specifying a port, but would sending something like <code>0</code> or <code>-1</code> cause it to choose a port itself, or do I have to choose a random number and hope for the best?</p>

<p>Also, will the port mappings ever expire, or do I have to forcefully de-map all of them?  I was wondering for in-case the application crashes or the computer looses power or something.  </p>
",upnp portforwarding nat-traversal
